MAG,ManualTaxonomy,Domain,Phylum,Class,Order,Family,Genus,Species
M_DeepCast_200m_m2_133,Deltaproteobacteria,d__Bacteria,p__Myxococcota,c__UBA4248,o__,f__,g__,s__
K_DeepCast_35m_m1_177,Deltaproteobacteria,d__Bacteria,p__Myxococcota,c__UBA4248,o__UBA7976,f__UBA1532,g__,s__
K_DeepCast_35m_m1_088,Deltaproteobacteria,d__Bacteria,p__Myxococcota,c__UBA727,o__UBA727,f__,g__,s__
K_Offshore_120m_m2_200,Deltaproteobacteria,d__Bacteria,p__Myxococcota,c__UBA796,o__UBA796,f__,g__,s__
M_DeepCast_65m_m2_104,Deltaproteobacteria,d__Bacteria,p__Myxococcota,c__UBA796,o__UBA796,f__,g__,s__
M_DeepCast_65m_m1_011,Deltaproteobacteria,d__Bacteria,p__Myxococcota,c__UBA9042,o__,f__,g__,s__
K_Offshore_120m_mx_162,Deltaproteobacteria,d__Bacteria,p__Myxococcota,c__UBA9160,o__UBA9160,f__UBA6930,g__,s__
K_DeepCast_65m_m1_217,Deltaproteobacteria,d__Bacteria,p__UBP10,c__GR-WP33-30,o__,f__,g__,s__
K_DeepCast_65m_m2_035,Deltaproteobacteria,d__Bacteria,p__UBP10,c__GR-WP33-30,o__,f__,g__,s__
K_Offshore_80m_m1_159,Deltaproteobacteria,d__Bacteria,p__UBP10,c__GR-WP33-30,o__,f__,g__,s__
K_Offshore_80m_m2_194,Deltaproteobacteria,d__Bacteria,p__UBP10,c__GR-WP33-30,o__,f__,g__,s__
K_Offshore_80m_m2_211,Deltaproteobacteria,d__Bacteria,p__UBP10,c__GR-WP33-30,o__,f__,g__,s__
M_DeepCast_50m_m2_156,Diapherotrites,d__Archaea,p__Micrarchaeota,c__Iainarchaeia,o__,f__,g__,s__
M_DeepCast_200m_m1_298,Euryarchaeota,d__Archaea,p__Thermoplasmatota,c__,o__,f__,g__,s__
K_DeepCast_300m_m2_256,Euryarchaeota,d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__,s__
M_DeepCast_400m_m2_325,Euryarchaeota,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata_A,o__Methanomassiliicoccales,f__,g__,s__
M_DeepCast_100m_m2_066,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
M_DeepCast_100m_m2_149,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
M_DeepCast_100m_mx_118,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
K_DeepCast_250m_m1_110,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
K_DeepCast_250m_m2_119,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__,o__,f__,g__,s__
K_Offshore_40m_m2_176,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
M_DeepCast_50m_m2_162,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
K_DeepCast_65m_m2_251,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
K_Offshore_80m_m2_003,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
K_Offshore_80m_m2_102,Acidobacteria,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Solibacterales,f__Solibacteraceae,g__,s__
K_DeepCast_150m_m2_056,Firmicutes,d__Bacteria,p__Firmicutes_D,c__Dethiobacteria,o__DTU022,f__DTU022,g__,s__
M_surface_6_m1_040,Firmicutes,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__,s__
M_surface_9_m2_177,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Berkiellales,f__,g__,s__
K_Offshore_40m_m1_049,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Methylophilaceae,g__Methylopumilus,s__
M_surface_10_m2_141,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ga0077536,f__Ga0077536,g__,s__
M_DeepCast_65m_m1_270,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__,s__
M_DeepCast_65m_m1_284,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Methyloglobulus,s__
K_Offshore_80m_m1_177,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__,s__
M_surface_6_m2_085,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
M_surface_9_m2_068,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_Offshore_0m_mx_117,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
M_DeepCast_100m_m1_014,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
M_DeepCast_100m_m2_072,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_Offshore_120m_m1_194,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_Offshore_120m_m2_034,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_DeepCast_35m_m1_077,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_Offshore_40m_mx_227,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
M_DeepCast_65m_mx_133,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_Offshore_80m_m2_057,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_Offshore_surface_m1_032,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__,s__
K_DeepCast_100m_m2_315,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA11654,f__UBA11654,g__,s__
K_Offshore_80m_m2_176,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA11654,f__UBA11654,g__,s__
K_Offshore_40m_m1_054,Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__,g__,s__
M_surface_7_m1_048,Gemmatimonadetes,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
K_Offshore_120m_m2_038,Gemmatimonadetes,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__,g__,s__
K_Offshore_80m_m1_181,Gemmatimonadetes,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__
K_Offshore_80m_m2_041,Gemmatimonadetes,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__SG8-23,f__UBA6960,g__,s__
M_DeepCast_400m_m2_225,Gemmatimonadetes,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__UBA1151,f__,g__,s__
K_Offshore_40m_mx_046,Gemmatimonadetes,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
M_DeepCast_50m_m2_218,Gemmatimonadetes,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
M_DeepCast_65m_m1_262,Gemmatimonadetes,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
M_surface_10_mx_236,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__Kapabacteriaceae,g__UBA10438,s__
K_Offshore_0m_mx_139,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__,g__,s__
K_DeepCast_100m_m2_118,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__,f__,g__,s__
K_DeepCast_100m_m2_176,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Melioribacteraceae,g__,s__
K_DeepCast_100m_m2_316,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__,g__,s__
K_DeepCast_250m_m1_364,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__SJA-28,f__,g__,s__
M_DeepCast_400m_m2_062,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA10030,g__,s__
M_DeepCast_65m_m1_282,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__UBA10030,o__,f__,g__,s__
K_Offshore_80m_m2_224,Ignavibacteria,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__,g__,s__
K_DeepCast_100m_m2_241,Kirimatiellacea,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__Kiritimatiellales,f__,g__,s__
K_DeepCast_100m_m2_028,Lentisphaerae,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__,f__,g__,s__
M_DeepCast_200m_m2_085,Lentisphaerae,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__RFP12,f__,g__,s__
K_DeepCast_250m_m2_056,Lentisphaerae,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__UBA8416,f__,g__,s__
M_DeepCast_400m_m2_230,Lentisphaerae,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__UBA8416,f__,g__,s__
K_DeepCast_150m_m2_200,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__SM23-35,g__,s__
M_DeepCast_200m_m2_046,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__,g__,s__
K_DeepCast_250m_m1_045,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__,g__,s__
K_DeepCast_300m_m2_067,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__,g__,s__
M_DeepCast_50m_m2_151,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__
M_DeepCast_65m_m2_155,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__,s__
M_DeepCast_65m_m2_186,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__,s__
M_DeepCast_65m_mx_150,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__
K_Offshore_80m_m2_040,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__,s__
K_Offshore_80m_m2_121,Nitrospirae,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__,s__
M_surface_10_m1_294,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
K_Offshore_120m_m2_041,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
M_DeepCast_65m_m2_009,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
M_DeepCast_65m_mx_077,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
M_DeepCast_65m_mx_236,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
K_Offshore_80m_m2_006,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
M_surface_10_m2_213,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
K_Offshore_120m_m2_148,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
K_DeepCast_35m_m2_037,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
K_Offshore_40m_m2_104,Planctomycetes (Phycisphaerae),d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__,s__
K_Offshore_0m_mx_037,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__,s__
K_DeepCast_100m_m1_307,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__SG8-4,f__SG8-4,g__,s__
K_DeepCast_100m_m2_328,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__Brocadiales,f__Brocadiaceae,g__,s__
K_DeepCast_100m_mx_218,Planctomycetes,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,g__,s__
M_DeepCast_100m_m2_243,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__Brocadiales,f__Brocadiaceae,g__,s__
M_DeepCast_100m_mx_241,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Planctomycetaceae,g__,s__
K_Offshore_120m_mx_222,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__,s__
K_DeepCast_150m_m2_127,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__,f__,g__,s__
M_DeepCast_200m_m1_344,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA1268,g__,s__
M_DeepCast_200m_m2_025,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__,s__
M_DeepCast_200m_mx_231,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__,f__,g__,s__
K_DeepCast_250m_m1_330,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__,f__,g__,s__
K_DeepCast_250m_m1_352,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__SG8-4,f__SG8-4,g__PLanc-01,s__
K_DeepCast_35m_m1_264,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA1268,g__,s__
K_DeepCast_35m_m2_150,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA1268,g__,s__
M_DeepCast_400m_m2_048,Planctomycetes,d__Bacteria,p__Planctomycetota,c__,o__,f__,g__,s__
M_DeepCast_400m_m2_195,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__,f__,g__,s__
M_DeepCast_400m_m2_341,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__,f__,g__,s__
M_DeepCast_50m_m2_133,Planctomycetes,d__Bacteria,p__Planctomycetota,c__,o__,f__,g__,s__
M_DeepCast_50m_m2_137,Planctomycetes,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__,g__,s__
K_DeepCast_65m_m1_055,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__,s__
M_DeepCast_65m_m1_287,Planctomycetes,d__Bacteria,p__Planctomycetota,c__,o__,f__,g__,s__
M_DeepCast_65m_m2_011,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__,s__
M_DeepCast_65m_m2_061,Planctomycetes,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__,g__,s__
M_DeepCast_65m_m2_181,Planctomycetes,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__,g__,s__
K_Offshore_80m_m1_186,Planctomycetes,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,g__,s__
K_Offshore_80m_m2_029,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Planctomycetaceae,g__,s__
K_Offshore_80m_m2_128,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__,s__
K_Offshore_80m_m2_185,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__,s__
K_Offshore_surface_m1_204,Planctomycetes,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,g__,s__
K_Offshore_surface_mx_130,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__,s__
K_Offshore_surface_mx_256,Planctomycetes,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA1268,g__,s__
K_DeepCast_100m_mx_034,Thaumarchaeota,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotenuis,s__
M_DeepCast_50m_m1_060,Thaumarchaeota,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__,s__
M_DeepCast_65m_m1_070,Thaumarchaeota,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotenuis,s__
K_DeepCast_65m_m2_187,Thaumarchaeota,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__,g__,s__
K_Offshore_80m_m1_039,Thaumarchaeota,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__,s__
K_Offshore_80m_m2_203,Thaumarchaeota,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__,s__
M_surface_10_m2_023,Verrucomicrobia V1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__,s__
K_DeepCast_35m_m1_007,Verrucomicrobia V2,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__,g__,s__
K_DeepCast_0m_m1_144,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA9464,g__,s__
K_Offshore_120m_m2_058,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA9464,g__,s__
K_DeepCast_150m_m2_164,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__,g__,s__
M_DeepCast_200m_mx_295,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__,f__,g__,s__
K_DeepCast_35m_m2_191,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA9464,g__,s__
K_Offshore_40m_m1_220,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA9464,g__,s__
M_DeepCast_65m_m2_001,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__,g__,s__
M_DeepCast_65m_m2_010,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
K_Offshore_80m_m1_157,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__,g__,s__
K_Offshore_80m_m1_165,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA9464,g__,s__
K_Offshore_80m_m2_019,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__,g__,s__
K_Offshore_80m_m2_222,Verrucomicrobia V3,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA9464,g__,s__
M_DeepCast_100m_m1_317,Verrucomicrobia V4,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
M_DeepCast_100m_m1_323,Verrucomicrobia V4,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__,s__
M_surface_10_m1_278,Verrucomicrobia V4,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__UBA953,g__UBA953,s__
M_DeepCast_400m_m2_235,Verrucomicrobia V4,d__Bacteria,p__Verrucomicrobiota,c__,o__,f__,g__,s__
K_Offshore_40m_m2_239,Verrucomicrobia V4,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
M_surface_9_m2_112,Verrucomicrobia V4,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__UBA953,g__,s__
K_Offshore_surface_mx_210,Verrucomicrobia V6,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Methylacidiphilales,f__UBA3015,g__UBA3015,s__
M_DeepCast_400m_m2_277,Woesearchaeota,d__Archaea,p__Nanoarchaeota,c__Woesearchaeia,o__SCGC-AAA011-G17,f__,g__,s__
M_DeepCast_65m_m2_091,Woesearchaeota,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__,s__
