MAG	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
K_Offshore_surface_m1_204	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.04	0.02	0.03	0.02	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.00
M_surface_10_m2_039	0.12	0.01	0.08	0.01	0.01	0.01	0.01	0.01	0.01	1.25	0.01	0.00	0.45	0.82	0.01	0.03	1.21	1.20	0.00	0.71	0.02	0.02	0.01	0.20
M_surface_9_m1_279	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.00	0.02	0.00	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.05	0.07	0.05	0.04	0.08
K_Offshore_80m_m2_157	0.00	0.01	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.04	0.00	0.09	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_100m_mx_241	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.06	0.04	0.04	0.02	0.04	0.01	0.01	0.01	0.01	0.01
M_surface_10_m1_278	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.11	0.02	0.01	0.02	0.01
M_DeepCast_65m_mx_140	0.04	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
M_DeepCast_200m_m1_344	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01
M_DeepCast_65m_m1_275	0.03	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
M_surface_10_m2_023	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.06	0.08	0.03	0.03	0.07	0.04	0.08	0.06	0.07
K_Offshore_80m_m2_039	0.01	0.01	0.01	0.00	0.01	0.00	0.02	0.00	0.00	0.04	0.00	0.07	0.00	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_091	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.09	0.00	0.01	0.00	0.00	0.00
M_surface_8_m2_110	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.03	0.03	0.03
K_Offshore_surface_m1_032	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01
K_Offshore_120m_m2_200	0.01	0.01	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.14	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_mx_036	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_183	0.00	0.01	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.05	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_071	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00
M_surface_6_m2_121	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.02	0.01
M_surface_9_m2_068	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01
M_surface_6_m1_040	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.02	0.01	0.02	0.00	0.03	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.07	0.02	0.01	0.03
M_surface_9_mx_152	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.02	0.05	0.01	0.01	0.05
K_Offshore_80m_m1_004	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_019	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.03	0.00	0.09	0.00	0.00	0.01	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_120m_m2_055	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.08	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00
M_surface_9_m2_059	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.02	0.01	0.01	0.03
K_Offshore_surface_mx_130	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.03	0.00	0.03	0.00	0.05	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01
M_surface_9_m2_064	0.01	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.02	0.03	0.01	0.05
K_Offshore_80m_m2_034	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.05	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_079	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.07	0.00	0.17	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_204	0.02	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m1_127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
M_surface_6_m2_085	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01
K_Offshore_80m_m2_119	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_104	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00
M_surface_10_m2_196	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.01	0.01	0.01	0.01
M_surface_10_m1_315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.02	0.00	0.00
M_surface_9_m1_277	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.03	0.02	0.03	0.00	0.05
M_DeepCast_65m_m1_011	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00
M_surface_9_m2_177	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.03	0.03	0.01	0.01	0.03	0.01	0.05	0.00	0.05
M_DeepCast_400m_m1_040	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_surface_7_m2_013	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.07	0.02	0.02
