MAG	Taxonomy	Domain	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
K_DeepCast_35m_m2_004	Bacteroidetes	Bacteria	13.07098989	9.382908614	11.37468876	14.14804906	7.008662547	30.82176891	11.84455131	25.19683109	2.080468539	0.615517978	4.894218727	0.217875655	3.813217978	23.2272794	9.625370412	15.22026704	23.30248427	11.52075169	7.440920974	32.64622397	20.48842285	40.15822659	36.61761648	50.15975618
M_DeepCast_10m_mx_163	Bacteroidetes	Bacteria	10.86988862	8.806669919	9.179438211	10.53523862	6.539396341	21.21588984	8.349264228	24.95487276	12.27929959	2.97907561	18.3621561	5.394607317	15.38193862	15.31409756	5.833589024	10.10686667	16.08904309	8.255594309	5.554326423	22.75515935	16.0783378	21.5714313	24.09243171	28.58353049
M_surface_6_mx_005	Bacteroidetes	Bacteria	25.04926083	8.604915515	19.38872458	16.34399647	7.343300768	55.51886175	38.67238111	21.88805868	4.970369432	16.53935929	36.44024393	35.06946559	37.40619171	18.47744854	12.11986221	10.33496206	16.75898218	8.367098157	5.155143011	22.7176874	33.39663272	76.6647424	26.81972688	50.79352166
K_Offshore_0m_mx_172	Bacteroidetes	Bacteria	9.335068562	7.634699498	8.456131605	10.28208763	5.736969565	21.18170886	9.09806806	18.06060535	5.128987124	1.222905686	9.58325301	0.442077258	7.470244649	21.4021786	10.03921271	15.63390268	21.57041605	12.59365167	7.899656355	30.58012107	19.32417692	33.00637676	27.35369732	46.14147559
K_Offshore_40m_m2_149	Bacteroidetes	Bacteria	8.494352201	6.172323585	7.167629245	8.450937736	4.577222013	18.09040755	7.423908805	17.7327544	1.732877044	0.444395597	5.391024843	0.204300314	3.922780818	13.19277421	4.944244025	7.950355975	12.54701006	6.948160377	4.392052201	18.32719119	11.94158491	20.20322013	18.59702862	29.46607925
M_DeepCast_100m_mx_304	Bacteroidetes	Bacteria	6.805776831	5.671365417	6.07125247	6.840685349	4.086948211	15.09824497	7.52040477	14.5635276	5.856136116	2.409158603	10.23270903	2.839565247	7.102343441	11.21970801	4.657345145	6.914810733	10.51908313	6.673935605	3.741734923	14.62251738	9.470178705	16.5206322	15.77013237	19.91046031
K_Offshore_40m_mx_286	Bacteroidetes	Bacteria	6.837466667	5.126354084	6.0211766	7.277746578	3.850740839	15.38196159	6.603184106	13.22701435	2.676447903	0.866950993	7.078703311	0.481528256	5.174074393	14.64586446	6.400524503	9.994562914	14.49935894	8.390149227	5.319499558	20.84553554	16.13819603	22.87094923	19.58083157	31.15777528
M_DeepCast_100m_m1_345	Bacteroidetes	Bacteria	5.863258824	4.155952012	4.963975232	5.790498452	3.05598483	12.70860372	5.055285449	12.44237276	0.582770898	0.189306192	1.56444644	0.100164706	1.163268111	9.325030031	3.273294737	5.265378328	8.843437152	4.541252012	2.929874303	11.98597492	8.469329412	14.59125294	14.34470495	20.10585666
M_surface_9_m1_296	Bacteroidetes	Bacteria	5.240434286	2.568528571	3.721771429	3.775177143	2.185917143	9.413785714	3.909254286	10.22150857	8.518745714	0.137465714	14.12526286	0.176705714	12.56276857	4.51002	2.201737143	2.694251429	4.811931429	1.977345714	1.643834286	10.05283143	14.69385429	10.83043429	10.80883714	19.77086857
K_Offshore_surface_mx_261	Bacteroidetes	Bacteria	5.072687054	3.649362852	4.33754015	4.9001394	2.720060413	11.16586998	5.127392495	9.634519887	1.990307317	0.988510694	4.708058537	0.779405253	4.3342	8.42527167	3.653389493	5.301254784	7.887870544	5.547477298	3.171145966	11.44211876	10.00521388	14.46552739	11.70861689	17.21936191
K_Offshore_120m_mx_094	Bacteroidetes	Bacteria	5.648478065	5.002643871	4.895618194	5.041883871	3.295865548	10.18530994	7.875035226	9.014094452	2.813071484	12.39490103	6.360455613	2.544812903	6.881734065	13.68116155	5.197771226	7.177981806	12.1118089	20.98598968	9.259749161	12.69391265	11.11278761	11.32759794	11.39396232	14.68762335
K_Offshore_surface_m2_088	Bacteroidetes	Bacteria	3.818341975	2.574236214	3.093496296	3.517512346	1.878506584	7.750848148	3.114791358	8.119495473	0.600609877	0.152733745	1.760411111	0.079884774	1.648820165	5.117113169	1.76174856	2.831774486	4.780550617	2.633940741	1.727560905	7.020295885	4.794637449	7.744628395	7.712195062	11.57196543
M_surface_8_mx_204	Bacteroidetes	Bacteria	3.518548701	2.331589827	2.846654978	3.215751948	1.894613636	7.299864286	2.938610823	7.181681602	2.535897619	0.294904113	3.983551082	0.149172727	4.272920346	4.691421861	1.980788095	2.847691991	4.488045022	2.611564935	1.684687229	7.461256061	7.216545671	9.683051732	8.174461905	11.14878377
M_surface_10_m1_080	Bacteroidetes	Bacteria	2.856716883	1.802905195	2.406364935	2.760466234	1.390481818	6.192311688	2.7041	5.940828571	0.449931169	0.202601299	1.23465974	0.095516883	0.914583117	4.940979221	1.765542857	2.952902597	4.940235065	2.751681818	1.671607792	6.937622078	4.32544026	7.895787013	7.559415584	11.00813636
K_Offshore_40m_m1_004	Bacteroidetes	Bacteria	2.987809804	1.634339216	1.946798039	2.471486275	1.439043137	5.281821569	1.967745098	5.622784314	13.1288549	0.177460784	24.03073333	0.241617647	22.70285098	2.389278431	1.308603922	1.908992157	2.512486275	1.052839216	0.859560784	6.101084314	8.883360784	6.780476471	6.792490196	11.13363137
M_DeepCast_50m_m2_146	Bacteroidetes	Bacteria	8.521430732	10.63909561	11.24325463	9.100546341	7.974226341	6.686100488	33.7663878	5.01098878	1.887496098	9.689232195	4.752897561	11.2468161	3.479707805	10.22138293	7.159222439	10.36130098	4.754377561	48.60118098	12.18032293	3.171826341	1.753022927	2.769240488	4.68758	4.619377073
M_surface_10_m2_039	Bacteroidetes	Bacteria	20.69303318	1.004571047	10.78207617	0.965493653	0.741625167	2.512429287	0.804879065	3.002198218	1.773633519	159.4176595	2.160148664	0.448678731	82.93137394	140.8711379	0.937462918	3.779451559	166.4320553	174.4517831	0.517701336	138.9982827	1.919708909	2.984254566	1.919006347	35.66554031
M_surface_10_m2_091	Bacteroidetes	Bacteria	0.604623037	0.869425654	0.678251832	0.741925131	0.500560733	0.866618848	2.587735079	0.581224084	0.064760209	3.069851309	0.09627644	0.336406806	0.097805236	5.297445026	2.598259162	3.765595812	4.545972775	7.681903141	2.488950785	7.323595812	0.527024084	6.109951309	6.31234712	4.392097382
M_DeepCast_50m_m2_245	Bacteroidetes	Bacteria	5.517435849	10.39756226	8.370486792	6.967358491	5.977792453	0.383177358	54.05707925	0.256950943	0.040328302	23.28366226	0.093433962	7.917490566	0.073043396	10.5946283	8.17789434	11.03571509	1.51049434	72.72100755	36.04592264	0.960445283	0.192681132	0.945937736	0.838245283	0.827884906
M_surface_10_mx_194	Chloroflexi	Bacteria	185.6359054	144.5327313	143.8742965	173.5455184	117.5704035	341.3138754	131.9047062	380.1735033	262.4835211	71.08231122	372.5450611	123.6339518	319.1045812	272.1089495	117.9855437	219.6125731	287.0765458	148.3961872	106.7041878	430.1227143	311.402306	366.8665874	511.8743093	428.1055099
M_DeepCast_200m_m1_335	Chloroflexi	Bacteria	2.595304494	4.38334794	2.981192509	4.037206742	4.518116479	0.001607865	0.00679588	0.001044195	0.000321348	0.001535581	0.000722846	0.000482022	0.00118427	0.605865918	5.127920974	4.957585768	0.001044195	0.000240824	0.061594007	0.000722846	0.001044195	0.001456929	0.000722846	0.001525843
M_DeepCast_200m_mx_001	Cyanobacteria	Bacteria	1202.088653	1977.590664	1729.28751	1579.187991	1232.167646	3054.683776	1207.924508	5148.576203	3532.847406	22.538582	2860.81176	64.02974	3604.968851	2359.28301	984.346031	1173.689001	2464.590346	949.904985	689.230921	3673.197282	794.014468	2151.082607	1741.827525	1931.928914
M_DeepCast_100m_m1_202	Cyanobacteria	Bacteria	343.2758749	567.3032126	502.8365862	458.4117132	353.5579659	871.4302569	351.2968838	1464.596783	1019.732401	6.379242515	817.3229407	18.14852036	1020.175689	685.1979395	284.366882	340.6082222	754.6601036	278.5552042	203.5604054	1167.490921	230.9178557	680.656506	510.8280904	560.5166269
M_DeepCast_100m_m1_067	Cyanobacteria	Bacteria	304.3394401	484.8205858	451.1917562	397.4985636	304.5880864	766.8498457	311.5534802	1266.040501	793.7199062	4.814897531	733.2599531	11.37654877	778.6010296	403.6265914	177.3702006	203.9893735	410.6526031	163.9187586	122.6202722	506.3000302	117.5776648	333.3934154	284.2258525	248.3967025
M_surface_7_m1_184	Cyanobacteria	Bacteria	295.163111	478.1209569	426.1686	389.8973826	296.5791349	731.9592495	297.9546459	1259.56314	866.506756	5.496879817	691.4869642	15.54717339	864.0327679	578.337344	237.7787771	283.8292073	643.9595183	235.9719275	173.3212661	1004.787459	195.1485358	583.741167	440.2684514	476.6183954
M_surface_9_mx_156	Cyanobacteria	Bacteria	124.852311	194.1605101	170.6966505	154.5471505	122.3852101	328.8501752	119.3260853	532.4553138	339.2993376	2.311645872	290.2331303	7.545778899	387.7027376	271.5109183	111.6906991	122.8656349	278.3357725	102.1811468	76.44382294	445.2046367	96.28535596	257.5507119	199.5521963	234.1368734
K_DeepCast_35m_m2_155	Cyanobacteria	Bacteria	90.50982909	151.6541497	131.7342394	115.2454776	96.32886485	248.7109055	95.74847212	393.3831412	359.5306321	2.041433939	330.5255497	4.176858182	358.1790055	158.5866133	67.30917273	84.1453897	172.274623	61.36967455	47.96802364	249.1276333	65.7143097	174.9904594	132.9282	127.6203473
M_surface_6_m1_267	Cyanobacteria	Bacteria	72.90307833	120.606225	108.8475667	97.30192833	74.77971833	186.8728983	75.013005	309.8250025	213.377725	1.5604675	168.2854467	5.112833333	212.2699183	181.776895	78.370335	86.36215917	204.4949375	71.94881917	54.23872167	322.9259458	62.24232583	180.160265	141.0900767	165.0687442
K_DeepCast_150m_m2_101	Cyanobacteria	Bacteria	39.45160557	69.26295675	59.79333126	54.82083191	43.84879186	112.3272854	40.08153426	162.2147758	114.8305931	1.391869807	89.62707816	5.797040257	125.4322049	179.0368807	89.33792934	84.15362976	200.9201887	67.31484561	53.85482912	328.2081475	64.54744968	167.3447242	138.704415	188.3748719
M_DeepCast_10m_m2_174	Cyanobacteria	Bacteria	30.29165099	49.19010126	43.43459351	39.28284054	31.09017261	82.43936775	30.18387387	126.6848128	84.80275423	0.72520018	71.70334829	2.522709009	93.6033573	89.03463153	39.77150901	41.35225892	97.53095045	34.08043405	25.91676108	147.082885	35.61678919	80.35894198	60.68828288	93.68390468
K_DeepCast_150m_m2_036	Cyanobacteria	Bacteria	22.17515065	36.80617806	32.12025419	28.38195323	23.66383774	65.8187871	21.87504968	91.68430935	57.54894645	0.670140323	51.22106452	3.246650645	70.38965323	89.04049548	41.13462548	39.2503671	95.74041581	32.50356452	24.76543065	151.9279784	35.1138429	76.26267355	60.40398548	93.65397
M_surface_10_m2_119	Cyanobacteria	Bacteria	18.21803644	27.72833136	25.9165339	22.73757797	17.95058559	44.34116356	17.76512458	69.90816102	62.56362458	4.102835593	50.08864068	7.383094068	74.62202034	39.91093305	21.15467288	19.63015508	41.02264661	16.87058305	13.17059322	65.75794068	10.64917966	35.30498305	25.88767034	27.63164661
K_DeepCast_35m_m1_288	Cyanobacteria	Bacteria	17.04999456	27.1830565	23.49525476	21.61376272	17.06771553	46.74880214	16.78634563	66.44431864	42.21450796	0.502136311	34.20814796	1.614692621	45.93775922	45.38856058	22.51257184	22.13787301	49.33266583	17.50408408	13.48043087	74.48683864	17.45640835	42.78096893	34.59517806	43.44695981
M_surface_10_m2_179	Cyanobacteria	Bacteria	15.32674252	24.34549449	21.90606535	19.94322126	15.29629134	39.68750709	15.14034331	64.58204331	43.60710472	0.357012598	36.0955748	1.022531496	46.13781575	36.44305669	15.39935197	17.38865512	39.61896457	14.73498031	10.71547165	56.00701575	13.33885197	31.17559291	24.50985984	35.52402362
M_surface_10_m1_298	Cyanobacteria	Bacteria	14.72520276	22.23323724	20.03653448	17.92737517	14.04619379	40.24990207	14.34745724	60.89197586	36.99292345	0.331744138	32.5908869	1.356793793	42.50901448	40.13543655	16.93316414	17.29257793	42.58171586	15.08131931	11.21059655	67.12650897	15.46854828	35.78159241	28.24219931	39.17168414
M_surface_7_m2_037	Cyanobacteria	Bacteria	14.68497081	22.84192057	20.08405598	18.891589	14.3079177	39.47480191	13.78188995	60.04726124	39.53880335	0.43925933	30.75790766	1.994949282	43.79493876	64.50647847	28.85955885	27.6837622	70.08388612	23.67848995	19.12978995	116.7007191	23.32095933	60.00436699	55.31006986	70.53980144
K_DeepCast_250m_m2_038	Cyanobacteria	Bacteria	11.78009741	18.62717061	16.20962853	15.27338559	12.03905159	33.10711844	11.42330576	49.30981902	31.07919741	0.310700576	27.59550115	1.45704438	36.18826052	40.22334294	17.78650922	17.41659741	43.19177349	14.77084294	10.97169769	68.63532421	17.71252392	35.04634121	28.22480663	41.55180807
M_DeepCast_200m_mx_041	Cyanobacteria	Bacteria	11.45076258	17.94872637	16.12372385	14.63346743	11.40141527	29.9809796	11.54478877	44.89617686	32.06178158	0.669349146	27.02697399	1.760592228	37.52172008	26.89177394	13.60237412	13.12054016	29.18212179	10.72687224	8.094401707	41.34838711	12.55660764	23.9533305	18.75059398	25.2494438
M_DeepCast_10m_m1_011	Cyanobacteria	Bacteria	11.08789877	16.85667574	15.09195166	13.78053914	10.7585894	28.94290219	10.79371725	44.25379982	30.28296007	0.330516287	25.54349212	0.914399124	32.98601357	26.01597005	11.91303039	12.36958678	28.62005333	9.904972592	7.626761909	43.12603398	10.94591226	24.77947715	19.3667268	24.45483757
K_DeepCast_35m_m2_023	Cyanobacteria	Bacteria	9.804488218	16.61065661	13.89566408	12.29464986	11.53583865	32.10843376	9.415340086	40.90035963	24.43605632	0.622542529	21.92314741	1.887259052	29.2282523	22.74481351	11.49563879	10.57409195	22.85578606	8.25935819	6.44290977	30.08194282	11.34117773	17.77225144	14.08129641	18.1293171
K_Offshore_surface_m2_011	Cyanobacteria	Bacteria	15.35985385	18.18549423	17.06116731	15.22376923	14.25722115	27.80135	11.581875	39.10690192	36.60325192	3.961198077	27.49870192	9.235151923	59.38095	22.59395577	24.15685192	14.19694231	22.297775	11.54431154	9.265388462	28.10501346	5.315776923	16.57147692	18.35486731	13.41769231
K_DeepCast_300m_m2_098	Cyanobacteria	Bacteria	9.402791481	14.91485426	12.90620259	11.74959407	10.20149463	25.53046481	9.29383963	38.54735333	23.67639241	0.94731	20.76779111	2.545247963	26.99900463	28.22467093	12.65772	12.7535837	29.81823667	10.7422163	8.019099259	46.57758741	10.54106778	24.77009926	20.78565352	27.75824611
K_Offshore_0m_m2_072	Cyanobacteria	Bacteria	7.934653216	13.39507222	11.46799123	10.15215439	8.310481871	20.7978193	7.925389035	33.71163933	25.86374635	0.186921345	21.62077354	0.515092836	25.82734401	16.0981826	7.158072807	8.439224415	17.04692865	6.376873684	4.987684942	26.77970249	5.369724854	16.21457105	13.38397734	13.06111915
M_surface_6_m2_128	Cyanobacteria	Bacteria	7.857591045	13.01210299	11.14570448	10.37352687	8.255843284	20.40447463	7.8386	33.08359851	22.66749701	0.198656716	18.03948358	0.748104478	23.1514194	26.28027313	11.71159254	12.68874776	30.11565522	10.27782388	7.896958209	45.69464627	11.17726866	23.58536269	17.3323194	31.46486567
K_DeepCast_35m_m2_318	Cyanobacteria	Bacteria	7.658789348	12.82365717	11.11922848	9.971488696	8.003652391	20.30155435	7.756640652	31.83643913	21.77004261	0.224477391	18.34545913	0.595123478	22.73968391	16.67817261	7.68509587	8.179777609	18.18679022	6.536436087	4.996213478	27.91473152	5.852070217	16.09458587	12.43943761	14.29108652
K_Offshore_surface_m1_225	Cyanobacteria	Bacteria	8.321596974	12.91419505	11.68414058	10.42234691	8.303558597	20.29312448	8.171073177	31.78617208	24.86375392	0.801277029	20.2268348	1.639756809	29.29507703	13.58580674	6.538607565	7.027991609	14.41731307	5.614182393	4.15691458	20.2029773	4.248917331	12.33646272	9.581259422	10.17594017
K_DeepCast_150m_m2_006	Cyanobacteria	Bacteria	7.238553829	12.34932849	10.82748108	9.324668356	7.844187725	19.7159152	7.221310698	30.6715152	20.49058052	0.201525	17.52685811	0.566012838	21.86385687	16.28626137	7.480859234	8.089378604	17.28042782	6.180445495	4.749552027	26.42743559	7.386319032	15.41739336	12.25612185	13.94536453
K_Offshore_surface_m2_239	Cyanobacteria	Bacteria	9.55647172	9.075172303	8.717138776	8.62134344	6.02014344	22.89189825	7.071769679	24.75443848	18.61446268	0.546002624	17.78935131	1.262775219	34.81150117	9.332769971	4.157576385	4.100042566	9.276982507	3.42478863	2.597023324	14.16319125	3.322831778	8.148909329	6.266097085	7.460722449
M_DeepCast_100m_m2_281	Cyanobacteria	Bacteria	5.068121982	7.966598292	7.113862187	6.307073007	4.988993622	13.01885683	4.92753303	20.6944877	14.70318781	0.149940091	12.52695558	0.357620957	15.40124146	10.88106367	4.643680752	5.358167995	11.62725513	4.139714123	3.329068793	17.58555273	5.701930524	10.5207279	8.061974829	9.322392597
K_Offshore_40m_m2_224	Cyanobacteria	Bacteria	4.858472019	8.031096576	6.968187603	6.273000354	5.091772491	13.08989067	4.840619008	20.45638394	15.0931575	0.131187485	13.55221393	0.383272373	15.82257261	10.73142243	4.845257025	5.400959268	11.72156765	4.197841204	3.256104604	18.24197804	3.701147344	10.79297615	8.766772019	9.125207202
K_DeepCast_250m_m2_308	Cyanobacteria	Bacteria	4.816866585	7.899977073	6.735903293	6.618050732	5.045723293	12.79907256	4.785463415	19.92227549	14.12526171	0.132600488	11.73161939	0.397027195	14.77389293	11.05152768	5.086505244	5.442335366	11.73261024	4.205845366	3.331625854	18.35864024	3.830784756	10.4539622	8.430748537	9.630714024
M_surface_10_m2_146	Cyanobacteria	Bacteria	4.491634888	7.354814925	6.518109515	5.900412873	4.628456157	11.81376306	4.564376306	18.86186343	13.70014403	0.139598134	11.80297743	0.361508022	14.12920728	8.53330056	3.830866045	4.522652425	9.177486754	3.413377239	2.679140299	14.76470299	2.866141791	8.934383955	7.491388993	6.715895522
M_DeepCast_100m_mx_180	Cyanobacteria	Bacteria	4.349352403	4.255895311	3.959141618	4.263578546	3.033349238	8.735496014	3.72156823	10.23415147	5.780284291	1.335550879	7.777091208	2.135143962	6.706624736	6.968160492	3.629472685	4.37839789	6.340633411	3.069295897	2.435574795	6.927889566	4.471953693	7.20839449	6.221082767	5.943569637
M_surface_9_m1_291	Cyanobacteria	Bacteria	1.965142338	3.100790205	2.847722907	2.547032859	1.926292259	5.104960348	1.991351975	8.302391943	5.787676303	0.04908436	4.950158926	0.144164771	6.037309005	3.889317378	1.649558452	1.911630332	4.215702686	1.580844866	1.196483412	6.434203633	1.333317062	3.912476145	3.199392575	3.403678515
M_surface_7_m2_040	Cyanobacteria	Bacteria	1.436609733	2.117512786	1.936726336	1.701744084	1.366743321	3.579303053	1.355321183	5.727725573	4.361530725	0.084692748	3.798561641	0.22481145	4.78125687	2.674998664	1.223125763	1.452210115	2.913023664	1.062902863	0.865126336	4.688032824	0.881422137	3.315989885	2.700607252	2.041265649
M_DeepCast_100m_mx_110	Deltaproteobacteria	Bacteria	10.66715178	11.34849789	10.61247322	13.07623544	14.65876967	0.00066	0.034417111	5.17E-05	0.000151667	0.024861444	1.74E-05	0.001801222	0.001911667	3.493166222	14.79238478	14.99222122	0.001865111	0.004804222	0.787647778	0.005163111	0.002655556	0.007818444	0.003601111	0.000924556
M_DeepCast_65m_mx_134	Gammaproteobacteria	Bacteria	274.6788125	216.535126	217.365401	268.9795281	176.2423708	482.1235417	197.5663313	566.8273656	386.0816563	97.05953125	524.4932917	167.2693344	452.9977146	401.1100656	160.4404323	342.3086823	439.8312125	228.1858844	161.4283479	653.9797938	479.2280594	559.2004583	818.5915865	689.0343313
M_DeepCast_100m_m2_072	Gammaproteobacteria	Bacteria	202.0955667	188.9037333	179.0720778	224.6051333	128.6094259	351.3079148	170.9519333	435.3898815	221.3579481	13.89482593	307.8003444	27.39721481	230.169337	242.5128296	112.4994444	192.3285778	266.6449593	126.8170074	94.77801481	372.2750074	290.6938889	295.7202778	441.5862407	466.6063852
K_DeepCast_65m_m1_161	Gammaproteobacteria	Bacteria	45.95489032	49.10987419	40.41716452	42.44175161	37.16260645	58.14917097	80.11716129	67.07117419	42.87656774	107.0405871	54.28125806	126.2345097	47.41357097	70.11519355	38.9677871	62.20100323	58.7590129	106.9236323	70.59730968	69.49183871	48.24158387	57.6786129	84.74863871	73.8651129
K_Offshore_120m_m1_194	Gammaproteobacteria	Bacteria	22.66403574	25.00888553	21.34212	24.41164	17.74357872	36.56706809	26.23216213	41.87933702	19.95322	32.57956085	28.23208213	46.23461702	21.5535966	27.03108979	14.78158979	23.49792596	26.60188383	28.63463362	14.42056936	33.82154979	26.03851319	26.91128213	40.19370128	42.66171745
K_Offshore_0m_mx_117	Gammaproteobacteria	Bacteria	14.86416529	14.28636514	12.17675058	13.16132716	10.24082374	23.22694988	22.03904444	24.14589323	15.45153852	28.76767253	21.13209556	30.60263977	17.58459525	19.69771089	13.31410257	16.02560988	16.35329089	22.32217712	14.76779144	17.27247019	14.60347938	14.81783518	20.95114117	16.28267494
M_DeepCast_100m_mx_044	Gammaproteobacteria	Bacteria	10.41308156	9.116817598	8.644158939	10.42145894	6.646273743	18.82102821	9.748313687	21.37762709	13.71309525	5.202577095	19.21201089	7.061884916	14.99990531	14.00905754	6.962120391	10.83194218	14.12325196	8.968611732	6.664663966	17.61039246	17.32110223	15.35216313	20.12855503	18.12582905
M_surface_9_mx_064	Gammaproteobacteria	Bacteria	11.65869183	9.699429677	10.04163527	11.24740215	7.423482796	21.00354839	14.37993548	19.99886624	12.11076452	12.47646194	20.76366882	18.61456409	17.18745699	15.56615613	7.942303226	13.37962688	16.12542043	13.20675183	8.631644301	20.23568409	16.40630129	20.29495742	26.06866645	24.18628301
K_DeepCast_35m_m1_077	Gammaproteobacteria	Bacteria	7.400013019	6.583577424	6.244256371	7.212242521	4.632720914	13.74881274	7.720601801	14.07573629	6.535660942	6.291117729	10.04293019	8.092226593	7.715060388	8.895402493	4.805706371	6.971236842	8.850078532	7.325543767	4.249081302	10.75584543	8.223573961	8.813653047	12.73116219	13.08707078
K_Offshore_40m_m1_011	Gammaproteobacteria	Bacteria	6.411265505	5.325484669	5.311745819	6.303116376	3.589983275	11.52947439	5.8397723	12.95652021	5.954363589	2.497939721	9.654974564	3.411807317	6.782566376	7.608586237	4.001332578	5.790966551	7.847027875	4.795528397	3.483047909	9.099815679	6.285735366	7.367481707	11.06432195	11.32697509
K_Offshore_0m_mx_160	Gammaproteobacteria	Bacteria	6.033714579	5.040544393	5.114923458	6.000886075	3.604780467	11.22343439	5.472898224	11.95915794	7.305159252	2.820418972	9.397723084	4.37573785	7.221806449	8.002228411	4.546602804	6.756081589	8.356892804	5.196258879	3.849177009	9.362461028	6.765737944	7.966245888	11.42922439	10.77897879
M_surface_9_mx_037	Gammaproteobacteria	Bacteria	6.276904545	5.234054545	5.272345455	5.974090909	3.823090909	9.5954	7.282840909	10.60112727	6.351295455	5.92695	8.130163636	8.64375	7.119731818	8.000213636	4.120840909	7.225422727	7.802809091	8.800590909	6.231268182	9.464577273	7.805663636	8.364618182	11.60536818	11.78993182
K_Offshore_40m_mx_227	Gammaproteobacteria	Bacteria	6.33010261	4.921729518	4.863677309	4.836748795	3.553348996	11.6800243	9.680817671	10.29361586	5.099716265	12.86058173	11.5382743	11.86858434	8.252876908	9.121161044	5.37997751	6.176286546	7.297979719	10.85423956	5.582192369	10.89021988	19.30904257	10.14127269	10.96562811	11.73168233
K_DeepCast_300m_m2_070	Gammaproteobacteria	Bacteria	5.519680262	5.048730816	4.925290131	5.52762004	4.293916516	9.777373212	7.740497382	9.917346123	4.363454582	6.825618228	6.71399708	6.093636556	4.697760826	7.565714804	4.711128197	6.585771702	7.474040282	8.505719537	4.446660524	7.58759567	5.04369003	6.368119436	9.507866566	10.40192739
K_Offshore_80m_m2_057	Gammaproteobacteria	Bacteria	14.0142069	22.37968966	17.53795862	13.45190345	14.55958621	6.863672414	78.6912	7.883893103	3.913306897	125.4632897	5.830855172	87.70151379	4.429251724	18.55916552	13.71413103	17.62326207	5.9828	105.0925931	33.4097	6.591455172	4.929062069	5.019148276	7.641734483	8.258058621
K_Offshore_surface_m1_044	Gammaproteobacteria	Bacteria	3.427906925	2.705489197	2.741586981	3.377432271	1.862071884	6.077913989	2.902931025	6.838693629	3.084468421	0.831123823	4.615495706	1.334537258	3.895352216	3.989079501	2.004990028	3.124370914	4.098834765	2.31333144	1.670845429	4.882434626	3.257929086	4.053139335	6.096392382	6.051935734
M_DeepCast_10m_m1_110	Gammaproteobacteria	Bacteria	1.802340762	1.27647181	1.366838476	1.721213333	0.875595238	3.076274286	1.44029219	3.585686095	1.494121905	0.359203048	2.250140762	0.615039238	1.655449905	1.996041714	1.04440419	1.477972762	2.462092762	1.053085905	0.785535048	2.532301905	1.724253333	2.074200381	3.067268762	3.218769143
M_surface_9_m2_039	Gammaproteobacteria	Bacteria	1.493896	0.985132	0.999944	1.341132	0.653718	2.666126	1.264594	2.851726	1.028528	0.475746	1.710758	0.679222	1.195956	1.837766	0.896336	1.33198	1.90226	1.100524	0.769102	2.104958	1.433386	1.695626	2.87076	3.083428
M_DeepCast_100m_m1_331	Gammaproteobacteria	Bacteria	1.474021509	1.13086205	1.149882207	1.254621509	0.808790541	2.339881644	1.255916441	2.733565315	1.099198536	0.96943277	1.620929617	1.430079167	1.311414189	1.957608333	0.871594595	1.308218356	1.690020608	1.208041779	0.811359347	1.950617568	1.404681081	1.662406532	2.410051014	2.533986486
K_Offshore_surface_m1_032	Gammaproteobacteria	Bacteria	1.023135952	0.766060714	0.777789048	0.95234619	0.522510238	1.636095952	0.8415	1.972626905	0.897297143	0.342037143	1.390583333	0.502107381	1.273059524	1.073711667	0.51057119	0.83706119	1.153125238	0.668876667	0.428096905	1.421071429	1.03898619	1.157952857	1.836793571	1.835841905
M_surface_9_m2_068	Gammaproteobacteria	Bacteria	1.033167123	0.7050379	0.73533653	0.887257991	0.512074886	1.592365753	0.789028767	1.799152055	0.715727397	0.537653425	1.160024201	0.933828767	0.85362968	1.18053653	0.546408676	0.899912329	1.239746119	0.784156164	0.528757078	1.455826941	1.041324658	1.183044749	1.871614612	2.28806895
K_Offshore_120m_m2_034	Gammaproteobacteria	Bacteria	2.151867323	2.688401575	2.300915748	1.910004331	1.773659843	1.690135827	8.422355906	1.753725197	0.72083622	26.00738346	1.205647244	18.87776772	0.884493701	2.795375591	2.130357874	2.512496063	1.377156693	13.19579094	3.397097638	1.303284646	0.896577953	1.056100787	1.548235433	1.727240551
M_surface_8_m1_253	Gammaproteobacteria	Bacteria	0.870746906	0.650914821	0.678330782	0.818539739	0.456225407	1.515370521	0.730321336	1.723693485	0.766798046	0.410954235	1.218212378	0.536921824	0.906439251	1.094635179	0.569681107	0.831656515	1.083381759	0.68353127	0.461406026	1.277430782	0.867509446	1.06907443	1.794336808	1.601355212
K_Offshore_80m_m1_208	Gammaproteobacteria	Bacteria	1.237747242	1.245715827	1.152822302	1.135675779	0.826541007	1.597233333	2.760358513	1.660146763	0.598481535	5.510573381	1.065842206	5.514694724	0.788420863	1.478532134	0.954841487	1.227182974	1.121961631	3.610997122	1.411011031	1.19629952	0.80616307	1.026602398	1.500054436	1.612313669
